"code","block","trial","input_noise_magnitude","inpnoise_ascending","feedback","SoC","avg_dist_trialwise"
37,5,12,"2","2","neutral",1,79.2596360029896
37,5,13,"2","2","positive",1,74.2325089891525
37,5,14,"2","2","negative",1,52.0051199981416
37,5,15,"2","2","neutral",1,64.4608766604674
37,5,16,"2","2","positive",1,120.162586379104
37,5,17,"2","2","neutral",2,53.7236912655138
37,5,18,"2","2","neutral",1,53.2621538153159
37,5,19,"2","2","neutral",1,61.4112760341942
37,5,20,"2","2","negative",1,49.0357653304837
37,5,21,"2","2","negative",1,47.690590810992
37,5,22,"2","2","negative",1,37.3957999588737
37,5,23,"2","2","neutral",2,41.912246373327
37,5,24,"2","2","negative",2,32.5331492680252
37,5,25,"2","2","positive",1,72.4148122830029
37,5,26,"2","2","positive",1,50.0339968602259
37,5,27,"2","2","negative",2,35.9901228934292
37,5,28,"2","2","neutral",1,48.3600044759414
37,5,29,"2","2","positive",1,41.0344182503596
37,5,30,"2","2","negative",1,79.6681058468312
37,6,1,"0.5","4","neutral",4,17.1529828314911
37,6,2,"0.5","4","negative",4,30.9983016878309
37,6,3,"0.5","4","neutral",1,16.4997009136206
37,6,4,"0.5","4","negative",3,36.252060424626
37,6,5,"0.5","4","negative",3,26.2143438073956
37,6,6,"0.5","4","positive",4,41.0557353314589
37,6,7,"0.5","4","neutral",5,19.4345244250338
37,6,8,"0.5","4","neutral",3,43.1430242742198
37,6,9,"0.5","4","negative",3,38.5876298574074
37,6,10,"0.5","4","neutral",3,31.4005351691154
37,6,11,"0.5","4","neutral",3,31.6584554098068
37,6,12,"0.5","4","positive",4,25.7849359258434
37,6,13,"0.5","4","neutral",4,25.9566504360126
37,6,14,"0.5","4","neutral",3,23.0408806864774
37,6,15,"0.5","4","neutral",3,24.6880485734285
37,6,16,"0.5","4","positive",4,34.9097227006317
37,6,17,"0.5","4","negative",3,27.0970312879529
37,6,18,"0.5","4","neutral",4,19.7988886438315
37,6,19,"0.5","4","negative",5,15.6149561294709
37,6,20,"0.5","4","negative",2,34.0593309276095
37,6,21,"0.5","4","positive",3,31.8317093061237
37,6,22,"0.5","4","positive",3,27.8209550913427
37,6,23,"0.5","4","negative",2,25.4550243252289
37,6,24,"0.5","4","positive",4,21.9092446514522
37,6,25,"0.5","4","negative",3,29.8334849896782
37,6,26,"0.5","4","positive",5,20.2014252460743
37,6,27,"0.5","4","negative",4,22.9250033738378
37,6,28,"0.5","4","positive",3,32.8641541292597
37,6,29,"0.5","4","positive",4,24.599222607934
37,6,30,"0.5","4","positive",5,15.3483424296444
37,7,1,"2","3","negative",1,61.3660923682738
37,7,2,"2","3","negative",1,50.5401941829845
37,7,3,"2","3","neutral",1,66.5727483310386
37,7,4,"2","3","negative",2,38.3039391476769
37,7,5,"2","3","positive",1,47.0559429886317
37,7,6,"2","3","negative",1,68.2482719692647
37,7,7,"2","3","neutral",1,40.4577445275171
37,7,8,"2","3","negative",1,41.43621321591
37,7,9,"2","3","neutral",1,47.1066301828802
37,7,10,"2","3","negative",1,38.0057027806926
37,7,11,"2","3","negative",1,71.2416408982023
37,7,12,"2","3","negative",1,45.966869487826
37,7,13,"2","3","neutral",1,39.2555898705476
37,7,14,"2","3","negative",1,31.2354709097928
37,7,15,"2","3","positive",1,40.3211765228082
37,7,16,"2","3","neutral",1,38.8198734725244
37,7,17,"2","3","positive",1,32.7916998361743
37,7,18,"2","3","positive",1,55.4420896065392
37,7,19,"2","3","negative",1,40.7743564170327
37,7,20,"2","3","positive",1,61.9192952433603
37,7,21,"2","3","positive",1,53.4505559235325
37,7,22,"2","3","positive",2,39.0504533193388
37,7,23,"2","3","positive",1,68.7762818597067
37,7,24,"2","3","neutral",1,54.2238661083755
37,7,25,"2","3","neutral",1,69.3644932660305
37,7,26,"2","3","neutral",1,47.7137025341
37,7,27,"2","3","positive",1,33.9966994704503
37,7,28,"2","3","positive",1,41.9703795253637
37,7,29,"2","3","neutral",2,61.8300683703789
37,7,30,"2","3","neutral",2,50.5136125647007
37,8,1,"2","4","positive",3,33.991820206956
37,8,2,"2","4","negative",1,32.0597936081622
37,8,3,"2","4","neutral",1,29.5950385499348
37,8,4,"2","4","neutral",1,59.6657836666416
37,8,5,"2","4","neutral",3,26.5075717104008
37,8,6,"2","4","neutral",2,56.1040010689219
37,8,7,"2","4","negative",1,31.4521502030718
37,8,8,"2","4","positive",1,52.007098918334
37,8,9,"2","4","positive",1,54.9784564738733
37,8,10,"2","4","negative",2,63.9179546420983
37,8,11,"2","4","positive",2,56.7129895428771
37,8,12,"2","4","positive",1,36.4839399976594
37,8,13,"2","4","positive",1,47.3310281421209
37,8,14,"2","4","neutral",1,43.4101270174477
37,8,15,"2","4","negative",2,51.9222005426594
37,8,16,"2","4","neutral",1,42.5173587855432
37,8,17,"2","4","neutral",1,56.9322144449639
37,8,18,"2","4","positive",1,53.2864022470222
37,8,19,"2","4","positive",1,89.5935278676948
37,8,20,"2","4","positive",1,51.1701795186798
37,8,21,"2","4","neutral",1,62.841070925802
37,8,22,"2","4","positive",1,57.9339412479717
37,8,23,"2","4","neutral",1,28.7014654562982
37,8,24,"2","4","negative",1,71.1284204902148
37,8,25,"2","4","negative",1,28.6372411005794
37,8,26,"2","4","negative",1,39.2427372493818
37,8,27,"2","4","neutral",1,49.8455126481814
37,8,28,"2","4","negative",1,35.584243476115
37,8,29,"2","4","negative",1,42.6000873276957
37,8,30,"2","4","negative",3,35.6505538773363
38,1,1,"2","1","positive",2,32.1018499494825
38,1,2,"2","1","negative",1,47.4938590097268
38,1,3,"2","1","neutral",1,53.2663946199839
38,1,4,"2","1","positive",2,36.9762638102683
38,1,5,"2","1","negative",1,53.2025327268976
38,1,6,"2","1","neutral",3,37.8303065217148
38,1,7,"2","1","positive",6,24.6538813635978
38,1,8,"2","1","negative",2,46.0765222850953
38,1,9,"2","1","neutral",2,49.9773452316036
38,1,10,"2","1","negative",1,38.4785651705637
38,1,11,"2","1","negative",3,42.0774518834673
38,1,12,"2","1","neutral",2,51.5812494863323
38,1,13,"2","1","negative",2,63.7234486482046
38,1,14,"2","1","positive",3,35.0656023508626
38,1,15,"2","1","positive",3,68.8428464559816
38,1,16,"2","1","neutral",2,58.1633305486441
38,1,17,"2","1","neutral",5,30.9304912828434
38,1,18,"2","1","negative",5,28.2565343843794
38,1,19,"2","1","neutral",3,30.828681362377
38,1,20,"2","1","neutral",3,48.7435984684044
38,1,21,"2","1","negative",4,26.7099972685089
38,1,22,"2","1","positive",5,33.6636464141367
38,1,23,"2","1","positive",1,56.0003802513488
38,1,24,"2","1","positive",4,43.6594817549079
38,1,25,"2","1","negative",3,36.0934376223043
38,1,26,"2","1","neutral",2,56.9432766234835
38,1,27,"2","1","neutral",4,44.2406614984115
38,1,28,"2","1","positive",4,27.8548130929047
38,1,29,"2","1","positive",5,31.9979280269321
38,1,30,"2","1","negative",3,36.3763197953177
38,2,1,"0.5","1","neutral",5,25.1338070716237
38,2,2,"0.5","1","negative",4,23.8793899908101
38,2,3,"0.5","1","neutral",7,18.4403273149187
38,2,4,"0.5","1","positive",7,22.6037489743547
38,2,5,"0.5","1","positive",7,17.7362481532368
38,2,6,"0.5","1","neutral",5,23.9873828392797
38,2,7,"0.5","1","positive",6,25.8793283400352
38,2,8,"0.5","1","neutral",5,24.4330699463018
38,2,9,"0.5","1","negative",4,20.4097776001405
38,2,10,"0.5","1","neutral",4,20.3774891321578
38,2,11,"0.5","1","negative",4,19.9492805224471
38,2,12,"0.5","1","negative",4,32.4195860303228
38,2,13,"0.5","1","neutral",2,36.289688864393
38,2,14,"0.5","1","positive",5,17.8886976282287
38,2,15,"0.5","1","positive",6,29.577378586588
38,2,16,"0.5","1","negative",5,26.2988268341786
38,2,17,"0.5","1","positive",4,31.5854023344302
38,2,18,"0.5","1","neutral",5,29.6681856695725
38,2,19,"0.5","1","positive",6,15.9395314438258
38,2,20,"0.5","1","negative",3,27.4455994694856
38,2,21,"0.5","1","positive",4,26.0273865176269
38,2,22,"0.5","1","positive",3,20.1226279015349
38,2,23,"0.5","1","negative",5,16.0169928431911
38,2,24,"0.5","1","neutral",3,19.3169168173126
38,2,25,"0.5","1","positive",5,14.5323038379395
38,2,26,"0.5","1","negative",4,20.3305214493289
38,2,27,"0.5","1","negative",4,29.2691343595031
38,2,28,"0.5","1","negative",6,26.022198683291
38,2,29,"0.5","1","neutral",7,28.5881995134572
38,2,30,"0.5","1","neutral",5,21.8749519503074
38,3,1,"0.5","2","neutral",4,29.5703164748379
38,3,2,"0.5","2","neutral",5,16.2459116177775
38,3,3,"0.5","2","positive",6,14.457308187285
38,3,4,"0.5","2","neutral",4,21.9061399838414
38,3,5,"0.5","2","neutral",7,15.0266957191794
38,3,6,"0.5","2","neutral",6,15.415077170796
38,3,7,"0.5","2","neutral",4,24.3376582974949
38,3,8,"0.5","2","positive",2,33.0505204080453
38,3,9,"0.5","2","negative",4,17.4087778213681
38,3,10,"0.5","2","negative",4,16.6573600350501
38,3,11,"0.5","2","negative",5,17.199131964082
38,3,12,"0.5","2","positive",6,20.5695832846155
38,3,13,"0.5","2","neutral",5,21.8894054228814
38,3,14,"0.5","2","neutral",4,22.3293133501898
38,3,15,"0.5","2","neutral",6,17.4935869056527
38,3,16,"0.5","2","neutral",5,19.5572667850803
38,3,17,"0.5","2","positive",7,11.8669615695924
38,3,18,"0.5","2","negative",3,28.4222938145163
38,3,19,"0.5","2","positive",5,24.3317510545402
38,3,20,"0.5","2","negative",3,30.1765271944268
38,3,21,"0.5","2","negative",4,25.2237930859733
38,3,22,"0.5","2","negative",3,30.700329703728
38,3,23,"0.5","2","positive",5,15.7239132450147
38,3,24,"0.5","2","positive",5,24.5090324348429
38,3,25,"0.5","2","positive",5,23.6687791891552
38,3,26,"0.5","2","negative",4,17.8633097374673
38,3,27,"0.5","2","positive",5,15.5618555803008
38,3,28,"0.5","2","negative",5,27.4572945027275
38,3,29,"0.5","2","positive",4,13.3416072925328
38,3,30,"0.5","2","negative",5,11.5677462143538
38,4,1,"2","2","positive",1,64.7736681782172
38,4,2,"2","2","neutral",2,29.5852405886874
38,4,3,"2","2","neutral",1,29.7227119818388
38,4,4,"2","2","negative",1,50.5234588695687
38,4,5,"2","2","negative",2,55.4636977733589
38,4,6,"2","2","neutral",2,39.6436166554246
38,4,7,"2","2","positive",1,35.8685168417865
38,4,8,"2","2","neutral",1,54.6483814405438
38,4,9,"2","2","neutral",1,57.9555510208759
38,4,10,"2","2","negative",1,50.9851800476459
38,4,11,"2","2","neutral",1,34.5459869740433
38,4,12,"2","2","neutral",3,52.2841009146813
38,4,13,"2","2","positive",4,38.6978036644908
38,4,14,"2","2","negative",2,42.6704765128393
38,4,15,"2","2","negative",2,26.4714215321549
38,4,16,"2","2","neutral",4,28.9306567369348
38,4,17,"2","2","positive",3,48.2121955157444
38,4,18,"2","2","neutral",5,45.4822820024444
38,4,19,"2","2","neutral",5,49.9382978727926
38,4,20,"2","2","negative",1,54.6620733583486
38,4,21,"2","2","negative",4,29.7302097311159
38,4,22,"2","2","negative",5,39.7394381025857
38,4,23,"2","2","negative",3,40.2863477380754
38,4,24,"2","2","positive",4,43.4056378348034
38,4,25,"2","2","positive",5,51.974289921785
38,4,26,"2","2","negative",3,50.2077940736183
38,4,27,"2","2","positive",5,35.7038778507598
38,4,28,"2","2","positive",5,28.6026647900346
38,4,29,"2","2","positive",4,39.6155972871052
38,4,30,"2","2","positive",3,38.8332571346803
38,5,1,"0.5","3","negative",6,23.3596343181726
38,5,2,"0.5","3","positive",7,18.5694978106731
38,5,3,"0.5","3","negative",5,18.8736032700709
38,5,4,"0.5","3","positive",4,14.1155115747808
38,5,5,"0.5","3","neutral",5,14.6267169716577
38,5,6,"0.5","3","positive",6,20.184447759413
38,5,7,"0.5","3","neutral",6,21.7063808757083
38,5,8,"0.5","3","positive",7,26.2009444819948
38,5,9,"0.5","3","positive",4,25.3430914117298
38,5,10,"0.5","3","neutral",3,26.2729042624585
38,5,11,"0.5","3","neutral",5,18.138391884676
38,5,12,"0.5","3","positive",6,23.7289266587586
38,5,13,"0.5","3","neutral",3,37.8952977156211
38,5,14,"0.5","3","negative",2,21.8216329672005
38,5,15,"0.5","3","positive",5,23.0530751306199
38,5,16,"0.5","3","neutral",6,26.6828058451094
38,5,17,"0.5","3","negative",4,16.1676272392968
38,5,18,"0.5","3","neutral",5,25.4317483384465
38,5,19,"0.5","3","negative",5,21.7982069759531
38,5,20,"0.5","3","neutral",4,21.2893816989715
38,5,21,"0.5","3","positive",3,16.6151451489724
38,5,22,"0.5","3","neutral",5,19.5000584124448
38,5,23,"0.5","3","neutral",6,18.2486465671745
38,5,24,"0.5","3","negative",4,16.3546547294907
38,5,25,"0.5","3","negative",4,19.6883960932954
38,5,26,"0.5","3","positive",4,20.8452493457451
38,5,27,"0.5","3","negative",5,14.3369629768259
38,5,28,"0.5","3","negative",4,21.7670472566155
38,5,29,"0.5","3","negative",3,24.0679775846967
38,5,30,"0.5","3","positive",5,16.4276846736366
38,6,1,"2","3","positive",2,48.4820662498244
38,6,2,"2","3","positive",2,32.9185242298986
38,6,3,"2","3","neutral",2,35.7430446065114
38,6,4,"2","3","neutral",3,43.1622471339116
38,6,5,"2","3","neutral",5,33.2901323594039
38,6,6,"2","3","negative",3,35.4221245620109
38,6,7,"2","3","positive",4,34.6146624403981
38,6,8,"2","3","neutral",2,35.8705780543694
38,6,9,"2","3","positive",3,41.9697362623101
38,6,10,"2","3","negative",2,51.0378929216745
38,6,11,"2","3","neutral",3,38.1805010653124
38,6,12,"2","3","neutral",3,57.0967066560267
38,6,13,"2","3","negative",4,42.9737485494595
38,6,14,"2","3","positive",5,31.1259331302729
38,6,15,"2","3","negative",4,48.4210179455609
38,6,16,"2","3","negative",3,39.6772742865993
38,6,17,"2","3","negative",3,51.3541844642588
38,6,18,"2","3","positive",5,23.1041739377892
38,6,19,"2","3","neutral",3,46.2375226299839
38,6,20,"2","3","negative",1,58.4252504215003
38,6,21,"2","3","neutral",3,31.765730165913
38,6,22,"2","3","positive",5,32.4551261131803
38,6,23,"2","3","neutral",4,53.265574834039
38,6,24,"2","3","positive",5,54.7330177384248
38,6,25,"2","3","positive",5,57.4572462225272
38,6,26,"2","3","positive",4,47.4437929520855
38,6,27,"2","3","neutral",4,28.4243766975299
38,6,28,"2","3","negative",5,40.1317092191452
38,6,29,"2","3","negative",3,44.1658648930652
38,6,30,"2","3","negative",4,40.9757997710381
38,7,1,"2","4","positive",5,26.1082164660202
38,7,2,"2","4","positive",3,40.5039449137177
38,7,3,"2","4","neutral",4,26.1539136761722
38,7,4,"2","4","neutral",3,44.3351063999169
38,7,5,"2","4","positive",5,38.395504512462
38,7,6,"2","4","positive",2,37.9373278963492
38,7,7,"2","4","positive",6,27.3778672320498
38,7,8,"2","4","negative",3,35.9541448653251
38,7,9,"2","4","positive",5,42.7815255932894
38,7,10,"2","4","negative",3,22.2416021828067
38,7,11,"2","4","neutral",1,69.8308630815941
38,7,12,"2","4","negative",2,49.6140238816685
38,7,13,"2","4","neutral",3,27.7196819745253
38,7,14,"2","4","negative",2,38.80521434005
38,7,15,"2","4","neutral",2,58.4015868257541
38,7,16,"2","4","positive",2,44.5987403340217
38,7,17,"2","4","negative",4,37.2158612392175
38,7,18,"2","4","positive",3,30.5081400383058
38,7,19,"2","4","positive",3,35.6799010190752
38,7,20,"2","4","negative",3,43.0818445404171
38,7,21,"2","4","positive",4,45.7429066430792
38,7,22,"2","4","negative",3,47.3354526416231
38,7,23,"2","4","neutral",4,42.9046656531108
38,7,24,"2","4","negative",2,57.3626416238494
38,7,25,"2","4","neutral",2,35.8299925078898
38,7,26,"2","4","neutral",3,45.9082399716378
38,7,27,"2","4","neutral",2,39.9279120219155
38,7,28,"2","4","negative",3,38.0448829709365
38,7,29,"2","4","negative",4,40.4378631866134
38,7,30,"2","4","neutral",2,57.1435529276105
38,8,1,"0.5","4","neutral",5,27.0992234936111
38,8,2,"0.5","4","neutral",5,19.0321435775648
38,8,3,"0.5","4","positive",4,18.726149052563
38,8,4,"0.5","4","positive",5,22.1122791538354
38,8,5,"0.5","4","positive",5,17.5698602420644
38,8,6,"0.5","4","positive",6,16.7168402613355
38,8,7,"0.5","4","neutral",7,19.4517263834178
38,8,8,"0.5","4","negative",5,20.6953084406538
38,8,9,"0.5","4","negative",4,22.868888448584
38,8,10,"0.5","4","negative",4,34.9486498224257
38,8,11,"0.5","4","negative",4,18.8381233204085
38,8,12,"0.5","4","negative",3,28.1841499396607
38,8,13,"0.5","4","positive",4,27.2250093440077
38,8,14,"0.5","4","neutral",6,22.6751514068821
38,8,15,"0.5","4","positive",7,21.2388138845646
38,8,16,"0.5","4","negative",5,20.4779096489555
38,8,17,"0.5","4","negative",6,22.8082387515559
38,8,18,"0.5","4","positive",3,24.9228854885393
38,8,19,"0.5","4","negative",3,27.8611726615016
38,8,20,"0.5","4","positive",4,19.0491513750125
38,8,21,"0.5","4","negative",4,28.9540074696724
38,8,22,"0.5","4","neutral",4,19.1597848012011
38,8,23,"0.5","4","neutral",4,18.5791831709379
38,8,24,"0.5","4","neutral",4,15.6442203536256
38,8,25,"0.5","4","neutral",5,16.2799855635872
38,8,26,"0.5","4","negative",5,26.6336282199076
38,8,27,"0.5","4","neutral",4,15.4605868746065
38,8,28,"0.5","4","neutral",6,27.9946270279242
38,8,29,"0.5","4","positive",3,22.2860833332881
38,8,30,"0.5","4","positive",5,19.9037840332265
39,1,1,"0.5","1","positive",4,28.0069755873719
39,1,2,"0.5","1","positive",3,49.2503900440852
39,1,3,"0.5","1","positive",4,27.0265962412201
39,1,4,"0.5","1","positive",4,28.516262031357
39,1,5,"0.5","1","negative",3,39.3126530543534
39,1,6,"0.5","1","neutral",4,37.1353085260812
39,1,7,"0.5","1","negative",4,27.5520541911206
39,1,8,"0.5","1","negative",3,42.8364076680832
39,1,9,"0.5","1","neutral",3,36.9152890398419
39,1,10,"0.5","1","positive",4,20.8830635110073
39,1,11,"0.5","1","neutral",3,82.1986448586188
39,1,12,"0.5","1","negative",3,24.061352954304
39,1,13,"0.5","1","positive",4,33.5414558879617
39,1,14,"0.5","1","neutral",4,43.1245859516514
39,1,15,"0.5","1","positive",4,38.9196938228201
39,1,16,"0.5","1","neutral",3,32.8030297340581
39,1,17,"0.5","1","negative",4,22.2836944840593
39,1,18,"0.5","1","positive",5,28.4058487128933
39,1,19,"0.5","1","positive",5,37.872504394239
39,1,20,"0.5","1","neutral",5,21.3025103540379
39,1,21,"0.5","1","neutral",5,18.7230311865866
39,1,22,"0.5","1","negative",5,31.0960817973696
39,1,23,"0.5","1","positive",5,38.2473016763084
39,1,24,"0.5","1","negative",5,27.1779039385785
39,1,25,"0.5","1","neutral",4,48.3649462490878
39,1,26,"0.5","1","negative",4,21.0240546594915
39,1,27,"0.5","1","negative",4,17.4529030825544
39,1,28,"0.5","1","negative",5,36.3746631221371
39,1,29,"0.5","1","neutral",5,23.5834611768465
39,1,30,"0.5","1","neutral",6,30.2069748434402
39,2,1,"0.5","2","positive",5,22.6581403494272
39,2,2,"0.5","2","negative",5,34.3013078617807
39,2,3,"0.5","2","neutral",6,31.6145512491131
39,2,4,"0.5","2","positive",5,42.4733421241081
39,2,5,"0.5","2","positive",5,34.6375549395012
39,2,6,"0.5","2","negative",5,33.2292772645504
39,2,7,"0.5","2","positive",5,36.95183919994
39,2,8,"0.5","2","negative",5,20.857636091949
39,2,9,"0.5","2","negative",5,40.4170165836973
39,2,10,"0.5","2","neutral",5,34.40671752735
39,2,11,"0.5","2","neutral",5,37.2129946464144
39,2,12,"0.5","2","neutral",5,31.5202925776872
39,2,13,"0.5","2","negative",5,28.3112882698196
39,2,14,"0.5","2","positive",5,38.7119550161406
39,2,15,"0.5","2","neutral",5,30.8579420867456
39,2,16,"0.5","2","neutral",5,48.6132946429806
39,2,17,"0.5","2","positive",5,29.6706811393248
39,2,18,"0.5","2","negative",5,32.0592271857315
39,2,19,"0.5","2","positive",5,26.1663989053842
39,2,20,"0.5","2","neutral",5,44.5592797321887
39,2,21,"0.5","2","neutral",5,32.1758351109476
39,2,22,"0.5","2","positive",5,31.1981564776281
39,2,23,"0.5","2","positive",5,33.0091332598552
39,2,24,"0.5","2","neutral",5,49.0803403523209
39,2,25,"0.5","2","negative",5,19.9262850106461
39,2,26,"0.5","2","positive",5,24.6765299403353
39,2,27,"0.5","2","negative",5,37.205770367472
39,2,28,"0.5","2","neutral",5,29.3629878119462
39,2,29,"0.5","2","negative",5,34.4999392731331
39,2,30,"0.5","2","negative",5,22.2758897809838
39,3,1,"2","1","positive",5,32.0643978297227
39,3,2,"2","1","positive",6,60.6806863537954
39,3,3,"2","1","positive",6,39.6197447595102
39,3,4,"2","1","negative",6,77.8481675097412
39,3,5,"2","1","negative",5,43.6022499843986
39,3,6,"2","1","positive",5,131.743080821891
39,3,7,"2","1","positive",6,48.7236240106855
39,3,8,"2","1","positive",6,56.1485259478883
39,3,9,"2","1","positive",6,31.3981405538977
39,3,10,"2","1","positive",6,29.3925490352291
39,3,11,"2","1","negative",6,41.5066792063788
39,3,12,"2","1","positive",6,43.8365611520966
39,3,13,"2","1","neutral",6,29.9436070191934
39,3,14,"2","1","positive",6,42.9469825458352
39,3,15,"2","1","neutral",6,48.9919391291105
39,3,16,"2","1","neutral",6,53.6542905628155
39,3,17,"2","1","negative",6,28.036172839525
39,3,18,"2","1","neutral",6,36.6852094871567
39,3,19,"2","1","neutral",6,62.2970521982306
39,3,20,"2","1","neutral",6,45.4785843536247
39,3,21,"2","1","negative",6,61.7454307375315
39,3,22,"2","1","neutral",6,51.0726776344496
39,3,23,"2","1","neutral",6,48.4492651638413
39,3,24,"2","1","negative",6,37.5146051893374
39,3,25,"2","1","negative",6,35.2995256770799
39,3,26,"2","1","neutral",6,56.3413620809247
39,3,27,"2","1","neutral",6,58.053883217441
39,3,28,"2","1","negative",6,51.3144026750338
39,3,29,"2","1","negative",6,52.2475607250314
39,3,30,"2","1","negative",6,51.4618029773541
39,4,1,"0.5","3","positive",6,29.0391236761752
39,4,2,"0.5","3","negative",6,26.5504749819927
39,4,3,"0.5","3","positive",5,37.4858877779522
39,4,4,"0.5","3","neutral",5,28.3642726808946
39,4,5,"0.5","3","positive",6,23.4541413273394
39,4,6,"0.5","3","neutral",6,20.5422861966084
39,4,7,"0.5","3","neutral",6,23.8472938086004
39,4,8,"0.5","3","negative",6,40.5524523909805
39,4,9,"0.5","3","neutral",6,29.0936541728508
39,4,10,"0.5","3","positive",6,28.6865427433247
39,4,11,"0.5","3","positive",5,17.5240281561372
39,4,12,"0.5","3","neutral",5,35.1453880375186
39,4,13,"0.5","3","neutral",5,33.4198664354751
39,4,14,"0.5","3","positive",5,28.885109566541
39,4,15,"0.5","3","negative",5,41.3808155572812
39,4,16,"0.5","3","negative",5,16.774032755256
39,4,17,"0.5","3","negative",5,32.2307602315831
39,4,18,"0.5","3","neutral",4,37.2081992379892
39,4,19,"0.5","3","negative",5,22.3273859804714
39,4,20,"0.5","3","negative",5,31.879387374879
39,4,21,"0.5","3","neutral",5,35.5090109892893
39,4,22,"0.5","3","neutral",5,31.8305131131668
39,4,23,"0.5","3","negative",5,36.8320672359444
39,4,24,"0.5","3","neutral",5,26.6356694604434
39,4,25,"0.5","3","positive",5,36.0341204882723
39,4,26,"0.5","3","positive",5,30.7878667860328
39,4,27,"0.5","3","positive",5,25.1346118600169
39,4,28,"0.5","3","positive",5,24.0752671333102
39,4,29,"0.5","3","negative",5,28.0535711538498
39,4,30,"0.5","3","negative",5,23.3292279282058
39,5,1,"2","2","negative",5,33.7599884853741
39,5,2,"2","2","neutral",6,60.5567568345801
39,5,3,"2","2","neutral",6,54.3921750931199
39,5,4,"2","2","positive",6,69.1681138403274
39,5,5,"2","2","negative",6,73.8050536878144
39,5,6,"2","2","negative",5,65.517088250586
39,5,7,"2","2","negative",5,65.768748791056
39,5,8,"2","2","neutral",5,57.1935691130627
39,5,9,"2","2","neutral",5,86.7073978232177
39,5,10,"2","2","negative",5,50.2193700815826
39,5,11,"2","2","negative",6,74.4230804637205
39,5,12,"2","2","negative",5,61.379711177843
39,5,13,"2","2","positive",5,44.1548915093565
39,5,14,"2","2","neutral",5,69.3867816391253
39,5,15,"2","2","neutral",5,51.8934831124751
39,5,16,"2","2","negative",5,49.7482918468101
39,5,17,"2","2","positive",5,66.01902178823
39,5,18,"2","2","positive",5,52.5617447589097
39,5,19,"2","2","negative",5,28.4951690232538
39,5,20,"2","2","neutral",5,38.9977587765042
39,5,21,"2","2","positive",5,37.43535814811
39,5,22,"2","2","neutral",5,39.6977074211592
39,5,23,"2","2","negative",5,65.6899183252913
39,5,24,"2","2","positive",5,42.674908036539
39,5,25,"2","2","positive",5,40.6479285006807
39,5,26,"2","2","neutral",5,34.0227859774122
39,5,27,"2","2","positive",5,76.0754012635268
39,5,28,"2","2","positive",6,67.2078317961031
39,5,29,"2","2","neutral",6,67.8449509684356
39,5,30,"2","2","positive",6,57.0650899066842
39,6,1,"0.5","4","negative",5,39.55141840428
39,6,2,"0.5","4","negative",5,31.7744207689518
39,6,3,"0.5","4","positive",5,39.014562326926
39,6,4,"0.5","4","negative",5,32.2251966974544
39,6,5,"0.5","4","neutral",6,45.4606624650073
39,6,6,"0.5","4","negative",6,41.4815012031322
39,6,7,"0.5","4","negative",5,38.9690034648987
39,6,8,"0.5","4","positive",6,37.8719993392152
39,6,9,"0.5","4","positive",5,31.5586076467542
39,6,10,"0.5","4","positive",6,36.9580694501512
39,6,11,"0.5","4","positive",5,24.2021899427406
39,6,12,"0.5","4","neutral",6,39.2258388670583
39,6,13,"0.5","4","positive",5,32.7839804605031
39,6,14,"0.5","4","positive",5,23.3602504455099
39,6,15,"0.5","4","negative",5,19.0182143021497
39,6,16,"0.5","4","negative",5,20.0554282298183
39,6,17,"0.5","4","neutral",5,24.5919987038813
39,6,18,"0.5","4","positive",6,21.4523913737494
39,6,19,"0.5","4","negative",6,23.0860270956577
39,6,20,"0.5","4","positive",5,17.2565277479767
39,6,21,"0.5","4","neutral",5,26.4927644191424
39,6,22,"0.5","4","neutral",5,32.5041189008267
39,6,23,"0.5","4","negative",6,28.6059893824073
39,6,24,"0.5","4","negative",5,29.198335080125
39,6,25,"0.5","4","positive",6,24.5310106137717
39,6,26,"0.5","4","neutral",5,33.5875416643822
39,6,27,"0.5","4","neutral",6,26.6048939948457
39,6,28,"0.5","4","neutral",6,24.9874018800328
39,6,29,"0.5","4","neutral",6,22.2022527674179
39,6,30,"0.5","4","neutral",5,41.6879354473393
39,7,1,"2","3","neutral",6,71.7132109475313
39,7,2,"2","3","negative",6,49.6612878996884
39,7,3,"2","3","positive",6,70.9319457013686
39,7,4,"2","3","positive",5,40.637057782778
39,7,5,"2","3","neutral",5,64.2439889538345
39,7,6,"2","3","negative",6,42.7165409860161
39,7,7,"2","3","positive",6,37.6009512577341
39,7,8,"2","3","negative",6,27.734045253125
39,7,9,"2","3","positive",6,105.885209041764
39,7,10,"2","3","positive",6,51.5134400503943
39,7,11,"2","3","neutral",6,34.5237917588661
39,7,12,"2","3","negative",6,52.1647120715445
39,7,13,"2","3","negative",5,51.3668703201953
39,7,14,"2","3","negative",6,31.6291730293483
39,7,15,"2","3","neutral",6,32.3800196703088
39,7,16,"2","3","negative",6,80.4596673377255
39,7,17,"2","3","neutral",6,75.7038192067873
39,7,18,"2","3","neutral",5,52.0501868294012
39,7,19,"2","3","positive",5,44.7044677644293
39,7,20,"2","3","negative",5,52.4730328247059
39,7,21,"2","3","neutral",5,49.2913266380204
39,7,22,"2","3","negative",5,73.2245765981418
39,7,23,"2","3","positive",6,53.1714662916807
39,7,24,"2","3","negative",6,51.6981059024375
